feature,mean_importance
random_feature,-0.00029594329105668836
U_WIND,0.007101278633994734
DEPTH,0.007789698062510464
BUILT,0.009737413517866644
BREADTH,0.009926493164845862
FLAG,0.011194846298704497
LENGTH,0.025426225863415985
GT,0.030282865931022883
ARI_CO,0.04161322431734702
DEADWEIGHT,0.04224835246015914
AIR_TEMPERATURE,0.0494895747465721
PORT_SIZE,0.05914532576122518
year,0.07073573113543925
weekday,0.08822177874242491
SHIP_TYPE_CATEGORY,0.13158049079773257
DIST,0.7769687537708571
