feature,mean_importance
random_feature,-0.00017832092543116352
DEPTH,0.0055944313605594265
U_WIND,0.006710060024008912
BREADTH,0.008427390072232565
BUILT,0.009088625874157407
FLAG,0.010991659548607268
LENGTH,0.03618051140908196
DEADWEIGHT,0.03864020245192312
ARI_CO,0.04347917746260853
GT,0.046355037995467474
AIR_TEMPERATURE,0.05798227092131093
PORT_SIZE,0.06167753030259025
year,0.0780854628588709
weekday,0.0869534421987106
SHIP_TYPE_CATEGORY,0.12935220665052496
DIST,0.7730317752433553
