feature,mean_importance
random_feature,-0.00018296166052634845
BREADTH,0.005147254504144816
U_WIND,0.007518488972364357
BUILT,0.008140048910351272
DEPTH,0.0103264791527091
FLAG,0.010401321117137352
GT,0.02195219182082986
LENGTH,0.02432884776538837
DEADWEIGHT,0.032383123990871863
ARI_CO,0.039731588880805344
AIR_TEMPERATURE,0.04739278385775851
PORT_SIZE,0.06048752323173388
year,0.06356480567161137
weekday,0.08763541796362022
SHIP_TYPE_CATEGORY,0.13245939469373844
DIST,0.7647527273561926
