feature,mean_importance
random_feature,-0.00017795073655222371
U_WIND,0.007574729714268735
BUILT,0.008430117681273896
DEPTH,0.009736083184010013
FLAG,0.009929974561311106
BREADTH,0.012949881219787074
LENGTH,0.028980844307805564
GT,0.030038877135280286
DEADWEIGHT,0.035174726336363774
ARI_CO,0.0436718297203809
AIR_TEMPERATURE,0.04567085814606827
PORT_SIZE,0.06468624404471215
year,0.06581520767079496
weekday,0.08449942489564449
SHIP_TYPE_CATEGORY,0.13219222847645476
DIST,0.7696662587011407
