feature,mean_importance
random_feature,-0.00013949181314578673
U_WIND,0.006998851974209752
DEPTH,0.007332207254667311
BREADTH,0.007689112174623069
BUILT,0.00873104753757319
FLAG,0.012419505548719501
LENGTH,0.026217751107014086
GT,0.030869643745227972
DEADWEIGHT,0.03479375973878259
ARI_CO,0.04157951425294641
AIR_TEMPERATURE,0.05931819499892267
PORT_SIZE,0.06137575085523518
year,0.08124033776361253
weekday,0.0993947984180081
SHIP_TYPE_CATEGORY,0.13243652663642452
DIST,0.7509600971938888
