feature,mean_importance
random_feature,0.00023866231712891262
DEPTH,0.002241207092786002
BREADTH,0.007530725557120232
BUILT,0.008403831619658709
U_WIND,0.00882685808156819
FLAG,0.011429409680758219
LENGTH,0.016413268699985505
GT,0.03014600714268213
DEADWEIGHT,0.03363273639793023
ARI_CO,0.04299970060395116
AIR_TEMPERATURE,0.04621867434693168
PORT_SIZE,0.0596865516482817
year,0.06514023982785079
weekday,0.08910405718161232
SHIP_TYPE_CATEGORY,0.1291726502673431
DIST,0.7613514035003277
