feature,mean_importance
random_feature,-1.7068908360196035e-05
DEPTH,0.0007150117427840219
BUILT,0.00894423635116739
FLAG,0.009723113336951616
U_WIND,0.010360843856857416
BREADTH,0.01157876776029817
GT,0.027299646737823747
LENGTH,0.027391041512069603
DEADWEIGHT,0.03193566772251982
AIR_TEMPERATURE,0.03243186869115935
ARI_CO,0.041140618551814924
year,0.059954141774772526
PORT_SIZE,0.060568579042832395
weekday,0.08232830550621237
SHIP_TYPE_CATEGORY,0.1323500383662498
DIST,0.7773204358924978
