feature,mean_importance
random_feature,-6.878570321917632e-05
DEPTH,0.0036495477613611494
BREADTH,0.005769226974663621
BUILT,0.00895534840023996
U_WIND,0.009894563048153181
FLAG,0.010810238519740788
LENGTH,0.023474123666059842
GT,0.02728621242335797
DEADWEIGHT,0.03192680016738929
ARI_CO,0.043594580134407035
AIR_TEMPERATURE,0.0462692635371165
PORT_SIZE,0.05892621111831127
year,0.07008981740591079
weekday,0.08227196348560437
SHIP_TYPE_CATEGORY,0.12688145300040277
DIST,0.771976678092153
