0,0.019255,0.018369
1,0.037114,0.035482
2,0.054259,0.052473
3,0.067851,0.064209
4,0.077334,0.072278
5,0.086605,0.079819
6,0.099597,0.092295
7,0.11295,0.10496
8,0.125442,0.116319
9,0.13742,0.12808
10,0.144138,0.133312
11,0.154193,0.143148
12,0.164493,0.152173
13,0.172976,0.160563
14,0.178039,0.164571
15,0.185728,0.172313
16,0.191692,0.177795
17,0.195791,0.181375
18,0.201998,0.186861
19,0.207337,0.191775
20,0.212512,0.195528
21,0.216332,0.19827
22,0.220647,0.202449
23,0.227621,0.208805
24,0.233016,0.213465
25,0.235319,0.214572
26,0.237778,0.216086
27,0.242377,0.220244
28,0.246614,0.224249
29,0.250367,0.227649
30,0.253191,0.230051
31,0.256844,0.232671
32,0.260758,0.235806
33,0.263807,0.238468
34,0.267284,0.241544
35,0.269764,0.243848
36,0.271552,0.244521
37,0.273117,0.24541
38,0.27551,0.247166
39,0.278255,0.249643
40,0.280864,0.251947
41,0.283006,0.253593
42,0.284828,0.254752
43,0.286808,0.255852
44,0.2887,0.256774
45,0.290912,0.257994
46,0.292408,0.25896
47,0.29469,0.260607
48,0.296481,0.261286
49,0.298451,0.262836
50,0.300266,0.263721
51,0.301709,0.264463
52,0.30364,0.265602
53,0.304867,0.266169
54,0.306444,0.266264
55,0.30811,0.26752
56,0.309151,0.267893
57,0.310173,0.268011
58,0.312014,0.268585
59,0.31335,0.269186
60,0.31548,0.270319
61,0.316753,0.270756
62,0.319064,0.271851
63,0.320958,0.27287
64,0.323128,0.273348
65,0.324065,0.273884
66,0.324883,0.274217
67,0.326307,0.274678
68,0.327114,0.275015
69,0.328065,0.275247
70,0.329116,0.275393
71,0.33095,0.276154
72,0.332614,0.277268
73,0.334698,0.278384
74,0.335584,0.278379
75,0.336386,0.278755
76,0.338358,0.279393
77,0.340609,0.280312
78,0.341305,0.280481
79,0.342316,0.280449
80,0.34317,0.280822
81,0.343932,0.280909
82,0.3449,0.281343
83,0.347096,0.281984
84,0.348811,0.282659
85,0.349542,0.282772
86,0.351337,0.283189
87,0.352374,0.283837
88,0.353118,0.284015
89,0.3539,0.284122
90,0.355566,0.284794
91,0.356683,0.28482
92,0.357421,0.285093
93,0.359128,0.285332
94,0.360385,0.285576
95,0.360931,0.285602
96,0.36225,0.285596
97,0.363125,0.285773
98,0.363949,0.28588
99,0.364141,0.285961
100,0.364942,0.286019
101,0.366191,0.286001
102,0.367131,0.286154
103,0.368304,0.286386
104,0.36971,0.286961
105,0.370041,0.287017
106,0.371508,0.287238
107,0.372583,0.287654
108,0.373207,0.287806
109,0.374533,0.288252
110,0.374851,0.288288
111,0.376228,0.288827
112,0.377146,0.289088
113,0.378707,0.289525
114,0.379258,0.289517
115,0.37959,0.289578
116,0.380337,0.289799
117,0.380705,0.289724
118,0.381286,0.289775
119,0.381784,0.289797
120,0.382579,0.289894
121,0.384093,0.290168
122,0.384786,0.290153
123,0.385339,0.290079
124,0.386508,0.289987
125,0.387615,0.290163
126,0.387919,0.29026
127,0.388507,0.290353
128,0.389234,0.290496
129,0.389609,0.290576
130,0.389807,0.290529
131,0.390474,0.290643
132,0.390995,0.290631
133,0.391789,0.290743
134,0.392498,0.290996
135,0.392891,0.291171
136,0.393385,0.291197
137,0.393802,0.291231
138,0.394458,0.29133
139,0.394894,0.291347
140,0.395809,0.291452
141,0.396663,0.291486
142,0.396951,0.291527
143,0.397168,0.291602
144,0.397687,0.291896
145,0.398055,0.292002
146,0.398501,0.291983
147,0.39908,0.292106
148,0.400172,0.29225
149,0.400837,0.292317
150,0.401784,0.292437
151,0.402366,0.292472
152,0.403126,0.292478
153,0.403526,0.292476
154,0.404456,0.292707
155,0.404654,0.292613
156,0.405175,0.292717
157,0.405559,0.292789
158,0.405746,0.29272
159,0.406369,0.292944
160,0.406892,0.292892
161,0.407732,0.293016
162,0.407856,0.293025
163,0.408276,0.293012
164,0.4091,0.293198
165,0.409729,0.29323
166,0.410156,0.293299
167,0.410649,0.293359
168,0.410843,0.293385
169,0.411385,0.293475
170,0.41211,0.29353
171,0.412575,0.293335
172,0.412729,0.293376
173,0.413423,0.293706
174,0.413907,0.293778
175,0.414605,0.294096
176,0.414932,0.29407
177,0.415368,0.294149
178,0.415777,0.294082
179,0.416093,0.294084
180,0.416719,0.29418
181,0.417563,0.294365
182,0.417787,0.294415
183,0.41827,0.294436
184,0.418518,0.294403
185,0.418723,0.294406
186,0.419535,0.294454
187,0.420187,0.294443
188,0.420586,0.294416
189,0.420818,0.294515
190,0.42116,0.294478
191,0.421882,0.294718
192,0.422208,0.294697
193,0.422588,0.294631
194,0.422975,0.294682
195,0.423643,0.294751
196,0.424035,0.294864
197,0.42448,0.29474
198,0.424879,0.294745
199,0.425201,0.294719
200,0.425348,0.29473
201,0.425837,0.294865
202,0.426273,0.294905
203,0.426637,0.295185
204,0.42695,0.295246
205,0.427303,0.295235
206,0.427743,0.295328
207,0.428542,0.295163
208,0.428709,0.295111
209,0.429124,0.295223
210,0.430012,0.295282
211,0.430257,0.295429
212,0.430738,0.295547
213,0.431281,0.295464
214,0.431687,0.295406
215,0.432289,0.295207
216,0.433083,0.295183
217,0.433464,0.295199
218,0.433997,0.295234
219,0.434405,0.295189
220,0.434815,0.295374
221,0.435271,0.295449
222,0.435724,0.295395
223,0.436183,0.295372
224,0.436666,0.295359
225,0.437125,0.295574
226,0.43796,0.29567
227,0.438329,0.295745
228,0.438928,0.29582
229,0.43938,0.295854
230,0.439607,0.295843
231,0.440159,0.296027
232,0.440639,0.296159
233,0.441313,0.296441
234,0.441619,0.296306
235,0.442091,0.296614
236,0.442772,0.296514
237,0.443238,0.296558
238,0.443627,0.296529
239,0.444015,0.296547
240,0.444635,0.296671
241,0.44512,0.296634
242,0.445703,0.29681
243,0.445956,0.296839
244,0.446191,0.296801
245,0.446688,0.296822
246,0.447124,0.296732
247,0.447641,0.296969
248,0.448136,0.297121
249,0.448323,0.29713
250,0.448534,0.297201
251,0.44885,0.297174
252,0.449205,0.297082
253,0.449514,0.296982
254,0.44985,0.297048
255,0.450269,0.296995
256,0.450967,0.297046
257,0.451353,0.297042
258,0.451818,0.297124
259,0.45251,0.297263
260,0.453096,0.297391
261,0.453732,0.2974
262,0.454094,0.29747
263,0.454527,0.297368
264,0.4548,0.297263
265,0.455398,0.29716
266,0.455602,0.297137
267,0.455922,0.297113
268,0.456428,0.297114
269,0.457109,0.297111
270,0.457368,0.297006
271,0.457956,0.296854
272,0.45808,0.296841
273,0.458307,0.296732
274,0.458672,0.296706
275,0.459071,0.296617
276,0.459321,0.296624
277,0.459483,0.296712
278,0.459752,0.296855
279,0.45985,0.296835
280,0.460449,0.296794
281,0.460718,0.296814
282,0.461117,0.296653
283,0.461485,0.296673
284,0.461907,0.296846
285,0.462493,0.296799
286,0.462645,0.296761
287,0.463095,0.296559
288,0.463326,0.296553
289,0.463574,0.296559
290,0.463689,0.296518
291,0.464184,0.296552
292,0.464445,0.296682
293,0.464957,0.296695
294,0.465242,0.296742
295,0.465601,0.296841
296,0.466021,0.296846
297,0.466403,0.297019
298,0.466634,0.297061
299,0.466936,0.296984
300,0.467071,0.296997
301,0.467593,0.297015
302,0.467832,0.29698
303,0.468381,0.296952
304,0.468583,0.296938
305,0.468908,0.296904
306,0.469509,0.296932
307,0.469978,0.296802
308,0.470225,0.296769
309,0.470417,0.296802
310,0.470967,0.296885
311,0.471564,0.296824
312,0.47192,0.296765
