Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.1439099667924303,0.007761760152595,0.0648722830324217,0.0142057741748765,0.0077195720853165,0
0.0501064940180883,0.0433691496845779,0.0317839809907333,0.0430264330202742,0.0344047596905719,0
0.0295848392520233,0.0260991833047307,0.0277271534414312,0.0228321865100274,0.0288903143929421,0
0.0266334449800799,0.0261819719221296,0.0232078043443477,0.0202686308874046,0.0219160715018189,0
0.0365753431406131,0.0410975167142175,0.0269454762763595,-0.006609228029863,0.0159141098933039,1
0.0165040826084791,0.0150486677111587,0.0177479360846245,0.0132380766851565,0.0168408113939532,0
0.0118913846719143,0.0186959373491877,-0.0089592760486892,0.014417119721195,0.0244842842179624,1
0.0658769706916542,-0.0093151155709859,-0.0150276881122135,0.0120013024460056,-0.002104765259199,3
0.0048740869296836,0.0053697474883996,0.0049117701599997,0.005791692057457,0.0093350580951673,0
0.0050218827281929,0.005104140931512,0.007078186283078,0.0051159237386863,0.0054921029465363,0
0.0120519556336786,-0.0009671919867928,0.0013913674942441,-0.0023202611472318,0.0064494435728773,2
0.0035538329482705,0.00232900953134,0.0025573011126471,0.0021287810509634,0.0029590127990883,0
0.0007137174453778,0.0015096308256664,0.0006880648857109,0.0005779630323876,0.0020721458664691,1
0.0012920353371128,-0.0009159179845591,0.0012028229101846,0.0007759653836335,0.000781594985467,1
0.0009449322355049,0.0005893508933269,0.0008485321394101,0.0003989580238119,0.0002101540218959,0
0.0009107490837016,-0.0001854939439136,5.139012409594024e-05,0.0002054013299422,9.001509578010492e-06,5
0.0001846510507972,-0.0006173085583225,-0.0003416245608186,-0.0009284616529276,-0.000752322192118,5
-0.0034105217522434,-0.0041104167072749,-0.0049185608047668,0.0074211189881586,-0.0001812109325526,4
-0.0018725836301694,-0.0018138240673971,-0.0005816922946916,-0.0024776260521925,-0.0020117336310476,5
-0.0032405416018995,-0.0035588040054782,-0.0040760593585576,-0.0027410124177304,-0.0015346295416764,5
-0.0025005136578769,-0.003692915629052,-0.0068992612834778,-0.0035071820261303,-0.0012268875589965,5
-0.0121517605319742,-0.0032760420711302,0.0018571797222198,-0.0042000030556422,-0.0011156470780621,4
-0.0095083942690056,-0.0116522338931774,-0.009971598447775,0.0003396794159084,-0.0031421054890346,4
-0.0093005568967581,-0.0083806800402197,-0.0063665948670707,-0.0087928996934798,-0.0038182255080499,5
-0.0002362417664062,-0.0104707106170184,-0.0106132607557299,-0.0125184177932785,-0.0082623120931992,5
-0.0079661545504766,-0.0084627632517292,-0.0145444090581667,-0.0039161742291119,-0.0122328989358444,5
-0.0133453377670005,-0.0132275243481015,-0.0144258621049644,-0.0124217525739816,-0.0100971919870475,5
-0.0131079837101357,-0.0136629555959264,-0.0155372139749947,-0.0125153501172043,-0.0130147731945695,5
-0.0173583358226565,-0.0179240555030514,-0.0216082703782945,-0.0180491326117851,-0.0139870445129775,5
