name,model_type,metric_type,metric_value,train_time
1_Default_LightGBM,LightGBM,r2,0.5932460095796263,372.23
2_Default_Xgboost,Xgboost,r2,0.5877716222522514,350.94
3_Default_CatBoost,CatBoost,r2,0.5886763660355501,457.56
4_Default_RandomForest,Random Forest,r2,0.4734261485219553,130.9
14_LightGBM,LightGBM,r2,0.5917676923932722,166.25
5_Xgboost,Xgboost,r2,0.5878158812114105,207.62
23_CatBoost,CatBoost,r2,0.5901945761281505,492.7
32_RandomForest,Random Forest,r2,0.4652684111574723,203.03
15_LightGBM,LightGBM,r2,0.5871438953701612,344.19
6_Xgboost,Xgboost,r2,0.5785889713100125,167.21
24_CatBoost,CatBoost,r2,0.5870022153743819,275.81
33_RandomForest,Random Forest,r2,0.505774124332067,208.07
16_LightGBM,LightGBM,r2,0.5917989030144679,428.76
7_Xgboost,Xgboost,r2,0.5924841021953959,205.74
25_CatBoost,CatBoost,r2,0.4628838009991555,567.59
34_RandomForest,Random Forest,r2,0.4499009877075417,100.0
17_LightGBM,LightGBM,r2,0.5931846823740612,253.95
8_Xgboost,Xgboost,r2,0.577428396392667,547.99
26_CatBoost,CatBoost,r2,0.4147580350496364,146.36
35_RandomForest,Random Forest,r2,0.47403798228144545,141.36
18_LightGBM,LightGBM,r2,0.5865434298248507,99.93
9_Xgboost,Xgboost,r2,0.5843962647166341,451.17
27_CatBoost,CatBoost,r2,0.5873667314973644,1645.84
36_RandomForest,Random Forest,r2,0.4502785347724372,109.63
19_LightGBM,LightGBM,r2,0.5918033492261761,180.51
10_Xgboost,Xgboost,r2,0.5827714941955462,369.22
28_CatBoost,CatBoost,r2,0.42532346185946435,105.7
37_RandomForest,Random Forest,r2,0.4732080021793671,190.69
20_LightGBM,LightGBM,r2,0.5930371402588868,116.14
11_Xgboost,Xgboost,r2,0.583639067970867,100.89
29_CatBoost,CatBoost,r2,0.4450529304536919,98.41
38_RandomForest,Random Forest,r2,0.5072112421497674,193.86
21_LightGBM,LightGBM,r2,0.5914892620390046,145.47
12_Xgboost,Xgboost,r2,0.5848505496860772,137.27
30_CatBoost,CatBoost,r2,0.5909763625561035,346.2
39_RandomForest,Random Forest,r2,0.446711805325014,99.98
22_LightGBM,LightGBM,r2,0.5870918348436626,81.57
13_Xgboost,Xgboost,r2,0.5857999172821213,461.98
31_CatBoost,CatBoost,r2,0.43696514054636415,369.02
40_RandomForest,Random Forest,r2,0.4736344309947884,126.24
1_Default_LightGBM_GoldenFeatures,LightGBM,r2,0.5905814094310818,313.62
17_LightGBM_GoldenFeatures,LightGBM,r2,0.5907072684449308,217.71
20_LightGBM_GoldenFeatures,LightGBM,r2,0.5906490766239485,114.51
1_Default_LightGBM_KMeansFeatures,LightGBM,r2,0.5839389998885813,254.43
17_LightGBM_KMeansFeatures,LightGBM,r2,0.585649975671187,215.94
20_LightGBM_KMeansFeatures,LightGBM,r2,0.5859038085366555,112.7
1_Default_LightGBM_RandomFeature,LightGBM,r2,0.5896149353683942,1386.4
41_LightGBM,LightGBM,r2,0.591509351221112,160.82
42_LightGBM,LightGBM,r2,0.591343031097577,139.25
43_LightGBM,LightGBM,r2,0.594357364954212,204.03
44_LightGBM,LightGBM,r2,0.589084822769758,59.35
45_Xgboost,Xgboost,r2,0.5914483061999503,279.72
46_CatBoost,CatBoost,r2,0.5910120952191753,480.29
47_CatBoost,CatBoost,r2,0.5897007591849961,471.1
48_CatBoost,CatBoost,r2,0.5903063391786924,559.66
49_CatBoost,CatBoost,r2,0.5883189484447574,618.26
50_Xgboost,Xgboost,r2,0.5865784845825108,332.05
51_Xgboost,Xgboost,r2,0.5889357850773825,173.65
52_Xgboost,Xgboost,r2,0.5848931553783003,467.29
53_Xgboost,Xgboost,r2,0.5886905322667703,212.32
54_RandomForest,Random Forest,r2,0.5071368669089853,229.1
55_RandomForest,Random Forest,r2,0.5072362663186031,228.87
56_RandomForest,Random Forest,r2,0.5057365426353471,232.04
57_RandomForest,Random Forest,r2,0.5055126524088891,191.65
58_RandomForest,Random Forest,r2,0.4746044015260048,133.47
59_LightGBM,LightGBM,r2,0.594357364954212,227.58
60_LightGBM,LightGBM,r2,0.5932460095796263,321.13
61_LightGBM,LightGBM,r2,0.5932460095796263,321.19
62_LightGBM,LightGBM,r2,0.5931846823740612,245.12
63_LightGBM,LightGBM,r2,0.5931846823740612,246.4
64_Xgboost,Xgboost,r2,0.5913941794415059,209.71
65_Xgboost,Xgboost,r2,0.5929260577723494,243.5
66_Xgboost,Xgboost,r2,0.5900732167850997,300.28
67_Xgboost,Xgboost,r2,0.59194331587999,360.14
68_CatBoost,CatBoost,r2,0.5920225318188941,1170.43
69_CatBoost,CatBoost,r2,0.588689392358029,250.26
70_CatBoost,CatBoost,r2,0.5919350222668276,711.89
71_CatBoost,CatBoost,r2,0.5888646076440679,188.66
72_CatBoost,CatBoost,r2,0.590602377574879,1080.02
73_CatBoost,CatBoost,r2,0.5879216103472574,278.71
74_Xgboost,Xgboost,r2,0.5886221725153773,189.05
75_RandomForest,Random Forest,r2,0.5082079086914351,230.58
76_RandomForest,Random Forest,r2,0.5058111061423094,285.37
77_RandomForest,Random Forest,r2,0.5082125774503294,261.69
78_RandomForest,Random Forest,r2,0.5058785809071529,268.97
79_RandomForest,Random Forest,r2,0.5082522034189733,278.28
80_RandomForest,Random Forest,r2,0.505949693167739,208.54
43_LightGBM_BoostOnErrors,LightGBM,r2,0.5935109023496548,242.54
Ensemble,Ensemble,r2,0.5981531021193139,87.04
59_LightGBM_Stacked,LightGBM,r2,0.6002120882535371,62.45
65_Xgboost_Stacked,Xgboost,r2,0.6003116129060293,92.57
68_CatBoost_Stacked,CatBoost,r2,0.6003231050773448,185.12
79_RandomForest_Stacked,Random Forest,r2,0.5998465024271342,1621.12
43_LightGBM_Stacked,LightGBM,r2,0.6002120882535371,67.66
7_Xgboost_Stacked,Xgboost,r2,0.6000250281748802,92.98
70_CatBoost_Stacked,CatBoost,r2,0.6005238286406962,147.52
77_RandomForest_Stacked,Random Forest,r2,0.5998539451597289,1558.85
1_Default_LightGBM_Stacked,LightGBM,r2,0.6004810661287513,57.06
67_Xgboost_Stacked,Xgboost,r2,0.6005656310286127,84.83
46_CatBoost_Stacked,CatBoost,r2,0.599871756039798,105.0
75_RandomForest_Stacked,Random Forest,r2,0.5998779712416659,1501.27
60_LightGBM_Stacked,LightGBM,r2,0.6004810661287513,58.09
45_Xgboost_Stacked,Xgboost,r2,0.600290467949644,86.3
30_CatBoost_Stacked,CatBoost,r2,0.6000762916855256,85.5
55_RandomForest_Stacked,Random Forest,r2,0.5998763162268775,1423.11
61_LightGBM_Stacked,LightGBM,r2,0.6004810661287513,57.05
64_Xgboost_Stacked,Xgboost,r2,0.5999513189130685,89.98
72_CatBoost_Stacked,CatBoost,r2,0.6005072950380996,157.16
38_RandomForest_Stacked,Random Forest,r2,0.5998761189853146,1337.44
63_LightGBM_Stacked,LightGBM,r2,0.6003920576396593,59.05
66_Xgboost_Stacked,Xgboost,r2,0.600250677703936,85.91
48_CatBoost_Stacked,CatBoost,r2,0.6001503706316547,95.06
54_RandomForest_Stacked,Random Forest,r2,0.5998881733666925,1327.9
17_LightGBM_Stacked,LightGBM,r2,0.6003920576396593,59.44
51_Xgboost_Stacked,Xgboost,r2,0.5999853213934382,60.69
23_CatBoost_Stacked,CatBoost,r2,0.6000829128776948,96.39
80_RandomForest_Stacked,Random Forest,r2,0.5998517214099371,1673.59
62_LightGBM_Stacked,LightGBM,r2,0.6003920576396593,59.23
53_Xgboost_Stacked,Xgboost,r2,0.6001226117864842,69.54
47_CatBoost_Stacked,CatBoost,r2,0.6001591366843759,103.3
78_RandomForest_Stacked,Random Forest,r2,0.599861654612262,1580.92
20_LightGBM_Stacked,LightGBM,r2,0.5996285917748891,45.67
74_Xgboost_Stacked,Xgboost,r2,0.5997932108716681,63.43
71_CatBoost_Stacked,CatBoost,r2,0.5996438029047316,60.13
76_RandomForest_Stacked,Random Forest,r2,0.5998531332917154,1664.68
5_Xgboost_Stacked,Xgboost,r2,0.6003186288396132,59.27
69_CatBoost_Stacked,CatBoost,r2,0.5992458514637014,68.75
