시도,시군구,읍면동,화재발생(년),화재발생(월),화재발생(일),화재발생(시),화재발생(분),요일,인명피해(명)소계,사망,부상,재산피해소계,화재유형,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,발화관련기기대분류,발화관련기기소분류,장소대분류,장소중분류,장소소분류,차량장소
서울특별시,성동구,행당동,2022,7,4,15,8,월,0,0,0,33,기타(쓰레기 화재등),부주의,담배꽁초,기타,기타,,,기타,야외,기타야외,
서울특별시,광진구,자양동,2022,7,4,15,26,월,0,0,0,24,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전자기기 부속품,,,"판매,업무시설",일반업무,일반빌딩,
서울특별시,강남구,논현동,2022,7,4,15,28,월,0,0,0,24,"건축,구조물",부주의,담배꽁초,쓰레기류,쓰레기,,,"판매,업무시설",일반업무,일반회사,
서울특별시,성북구,종암동,2022,7,4,19,32,월,0,0,0,87,"건축,구조물",전기적 요인,기타(전기적요인),"전기,전자",전선피복,,,생활서비스,일상서비스,고시원(원룸텔),
서울특별시,영등포구,여의도동,2022,7,4,20,25,월,2,0,2,660,"건축,구조물",방화의심,방화의심,미상,미상,,,주거,공동주택,아파트,
서울특별시,중구,신당동,2022,7,5,0,1,화,0,0,0,438,기타(쓰레기 화재등),제품결함,제조상결함,"전기,전자",전자기기 부속품,"차량, 선박부품",배터리,기타,야외,기타야외,
서울특별시,강북구,미아동,2022,7,5,0,45,화,0,0,0,8,"건축,구조물",전기적 요인,과부하/과전류,"전기,전자",전선피복,,,생활서비스,음식점,일식,
서울특별시,송파구,가락동,2022,7,5,5,42,화,0,0,0,0,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등",종이,,,"판매,업무시설",숙박시설,기타 숙박시설,
서울특별시,마포구,상암동,2022,7,5,8,59,화,0,0,0,121,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"종이,목재,건초등",종이,,,생활서비스,일상서비스,일반상점,
서울특별시,강남구,세곡동,2022,7,5,9,52,화,0,0,0,144,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,,,주거,공동주택,아파트,
서울특별시,강남구,삼성동,2022,7,5,11,16,화,0,0,0,1706,"건축,구조물",전기적 요인,미확인단락,"전기,전자","기타(전기,전자)",,,"판매,업무시설",일반업무,일반회사,
서울특별시,강서구,방화동,2022,7,5,11,42,화,0,0,0,4866,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자","전기, 전자기기 내부배선",주방기기,냉장고,주거,공동주택,아파트,
서울특별시,성동구,성수동1가,2022,7,5,12,25,화,0,0,0,398,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",오일류,"차량, 선박부품",브레이크장치,"자동차,철도차량",자동차,화물자동차,일반도로
서울특별시,마포구,신수동,2022,7,5,15,10,화,0,0,0,5,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,쓰레기,,,기타,야외,쓰레기,
서울특별시,성동구,마장동,2022,7,5,16,26,화,0,0,0,305,"건축,구조물",전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,기타,기타,산업시설,작업장,기타 작업장,
서울특별시,성동구,하왕십리동,2022,7,5,18,24,화,0,0,0,1729,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,,,주거,공동주택,아파트,
서울특별시,성북구,장위동,2022,7,5,18,27,화,0,0,0,79,"건축,구조물",전기적 요인,과부하/과전류,"전기,전자",전자기기 부속품,"조명, 간판",LED조명,주거,공동주택,아파트,
서울특별시,성동구,옥수동,2022,7,5,22,8,화,0,0,0,264,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자","전기, 전자기기 내부배선",,,주거,공동주택,아파트,
서울특별시,동대문구,장안동,2022,7,5,22,48,화,0,0,0,7686,"건축,구조물",전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",,,산업시설,작업장,기타 작업장,
서울특별시,영등포구,여의도동,2022,7,6,2,58,수,0,0,0,0,"건축,구조물",부주의,"용접, 절단, 연마",합성수지,발포폴리스티렌,,,"판매,업무시설",일반업무,일반빌딩,
서울특별시,영등포구,여의도동,2022,7,6,3,12,수,0,0,0,424,"건축,구조물",부주의,음식물 조리중,기타,기타,,,생활서비스,음식점,한식,
서울특별시,송파구,잠실동,2022,7,6,8,16,수,0,0,0,2980,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,,,"의료,복지시설",노유자시설,어린이집,
서울특별시,종로구,숭인동,2022,7,6,9,23,수,0,0,0,8327,"건축,구조물",미상,미상,미상,미상,,,주거,단독주택,단독주택,
서울특별시,중랑구,망우동,2022,7,6,9,30,수,0,0,0,5,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,,,생활서비스,음식점,횟집,
서울특별시,강동구,고덕동,2022,7,6,10,19,수,0,0,0,440,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",타이어,"차량, 선박부품","기타(차량,선박부품)","자동차,철도차량",건설기계,덤프트럭,일반도로
서울특별시,송파구,거여동,2022,7,6,12,32,수,0,0,0,84,"건축,구조물",부주의,"용접, 절단, 연마",합성수지,기타(합성수지),산업장비,용접절단기(토치),주거,공동주택,다세대주택,
서울특별시,마포구,노고산동,2022,7,6,13,41,수,0,0,0,11,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,배선/배선기구,전기기기용 전선/코드,생활서비스,일상서비스,기타 일상서비스,
서울특별시,강남구,대치동,2022,7,6,15,28,수,0,0,0,33256,"건축,구조물",부주의,"용접, 절단, 연마",합성수지,우레탄,,,교육시설,"연구,학원",일반학원,
서울특별시,동작구,상도동,2022,7,6,16,25,수,0,0,0,37,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,,,생활서비스,음식점,한식,
서울특별시,중랑구,묵동,2022,7,6,17,18,수,0,0,0,3,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,아파트,
서울특별시,강서구,화곡동,2022,7,6,18,28,수,0,0,0,65,"건축,구조물",전기적 요인,미확인단락,"전기,전자",전선피복,계절용 기기,환풍기/송풍기/공조기,"판매,업무시설",일반업무,일반빌딩,
서울특별시,구로구,고척동,2022,7,6,18,29,수,0,0,0,1,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자","콘센트, 스위치류",,,주거,공동주택,다세대주택,
서울특별시,관악구,봉천동,2022,7,6,21,7,수,0,0,0,75,"건축,구조물",전기적 요인,절연열화에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",주방기기,냉장고,"판매,업무시설",일반업무,일반빌딩,
서울특별시,영등포구,신길동,2022,7,6,21,44,수,0,0,0,170,"건축,구조물",전기적 요인,절연열화에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",,,"판매,업무시설",판매시설,상가빌딩,
서울특별시,강서구,개화동,2022,7,6,22,12,수,0,0,0,1550,기타(쓰레기 화재등),미상,미상,미상,미상,,,기타,야외,기타야외,
서울특별시,서대문구,창천동,2022,7,6,22,12,수,0,0,0,89,"건축,구조물",전기적 요인,기타(전기적요인),"전기,전자","전기, 전자기기 기판",,,주거,단독주택,다가구주택,
서울특별시,성북구,동소문동4가,2022,7,6,22,55,수,0,0,0,1,"건축,구조물",방화의심,방화의심,"종이,목재,건초등",종이,,,주거,공동주택,아파트,
서울특별시,성북구,보문동5가,2022,7,6,23,39,수,0,0,0,165,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,생활기기,세탁기,주거,단독주택,다중주택,
서울특별시,서초구,서초동,2022,7,7,1,15,목,0,0,0,3178,"건축,구조물",부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",,,"판매,업무시설",일반업무,오피스텔,
서울특별시,송파구,석촌동,2022,7,7,3,43,목,0,0,0,3183,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 기판",주방기기,냉장고,생활서비스,음식점,기타 음식점,
서울특별시,관악구,신림동,2022,7,7,9,35,목,0,0,0,3729,"건축,구조물",기계적 요인,"과열, 과부하","전기,전자","전기, 전자기기 케이스",미상,미상,주거,공동주택,다세대주택,
서울특별시,양천구,목동,2022,7,7,9,53,목,0,0,0,147,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,주거,공동주택,아파트,
서울특별시,동작구,상도동,2022,7,7,10,19,목,2,0,2,258,"건축,구조물",부주의,유류 취급중,가연성가스,기타(가연성가스),,,산업시설,작업장,기타 작업장,
서울특별시,강남구,삼성동,2022,7,7,14,21,목,0,0,0,280,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의","침구,직물류","기타(침구,직물류)",,,생활서비스,일상서비스,세탁소,
서울특별시,성동구,하왕십리동,2022,7,7,18,5,목,0,0,0,23,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,생활서비스,음식점,한식,
서울특별시,동대문구,장안동,2022,7,7,19,7,목,0,0,0,55,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",합성수지,"플라스틱, PVC, 비닐, 장판",,,주거,공동주택,아파트,
서울특별시,동대문구,휘경동,2022,7,7,22,4,목,0,0,0,983,"건축,구조물",전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",,,주거,기타주택,기타 주택,
서울특별시,은평구,증산동,2022,7,7,22,8,목,0,0,0,4,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,,,생활서비스,일상서비스,일반상점,
서울특별시,송파구,가락동,2022,7,7,22,18,목,0,0,0,0,"건축,구조물",기타,기타,"전기,전자","콘센트, 스위치류",,,"판매,업무시설",판매시설,시장,
서울특별시,서초구,잠원동,2022,7,8,2,52,금,0,0,0,3850,"자동차,철도차량",교통사고,교통사고,"전기,전자",전자기기 부속품,,,"자동차,철도차량",자동차,승용자동차,고속도로
서울특별시,동대문구,용두동,2022,7,8,3,38,금,0,0,0,11,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등",종이,,,"판매,업무시설",일반업무,오피스텔,
서울특별시,송파구,방이동,2022,7,8,7,36,금,0,0,0,1955,기타(쓰레기 화재등),전기적 요인,절연열화에 의한 단락,"전기,전자",전자기기 부속품,,,기타,도로,변압기,
서울특별시,동작구,사당동,2022,7,8,10,59,금,0,0,0,61,"건축,구조물",전기적 요인,기타(전기적요인),"전기,전자","전기, 전자기기 기판",,,생활서비스,일상서비스,의류,
서울특별시,중랑구,면목동,2022,7,8,11,45,금,3,1,2,15080,"건축,구조물",방화의심,방화의심,"침구,직물류","기타(침구,직물류)",,,주거,단독주택,다가구주택,
서울특별시,송파구,마천동,2022,7,8,12,18,금,0,0,0,55,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,배선/배선기구,옥내 인입배선,주거,단독주택,단독주택,
서울특별시,마포구,상암동,2022,7,8,12,22,금,0,0,0,22,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자","전기, 전자기기 케이스",,,"판매,업무시설",공공기관,국가 및 지방자치단체 청사,
서울특별시,강남구,도곡동,2022,7,8,14,44,금,0,0,0,280,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자","전기, 전자기기 케이스",,,"판매,업무시설",일반업무,일반회사,
서울특별시,중랑구,면목동,2022,7,8,15,29,금,1,0,1,999,"건축,구조물",전기적 요인,절연열화에 의한 단락,"침구,직물류","기타(침구,직물류)",,,산업시설,작업장,기타 작업장,
서울특별시,도봉구,창동,2022,7,8,16,44,금,0,0,0,445,"건축,구조물",전기적 요인,접촉불량에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",,,주거,단독주택,단독주택,
서울특별시,은평구,녹번동,2022,7,8,18,41,금,0,0,0,27,"건축,구조물",부주의,담배꽁초,쓰레기류,재활용,,,"판매,업무시설",일반업무,일반빌딩,
서울특별시,노원구,상계동,2022,7,8,21,52,금,0,0,0,11,"건축,구조물",부주의,기타(부주의),합성수지,"플라스틱, PVC, 비닐, 장판",,,주거,단독주택,다가구주택,
서울특별시,성북구,석관동,2022,7,9,1,44,토,0,0,0,59,"자동차,철도차량",미상,미상,미상,미상,"차량, 선박부품",라이트장치,"자동차,철도차량",자동차,승용자동차,일반도로
서울특별시,서대문구,홍은동,2022,7,9,7,16,토,0,0,0,11,기타(쓰레기 화재등),부주의,"용접, 절단, 연마","종이,목재,건초등","기타(종이,목재,건초등)",,,기타,야외,쓰레기,
서울특별시,동대문구,이문동,2022,7,9,7,42,토,0,0,0,50,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,단독주택,다가구주택,
서울특별시,성동구,마장동,2022,7,9,9,2,토,0,0,0,11,"건축,구조물",미상,미상,합성수지,"플라스틱, PVC, 비닐, 장판",,,"판매,업무시설",판매시설,전통시장,
서울특별시,용산구,한남동,2022,7,9,10,6,토,0,0,0,1597,"건축,구조물",전기적 요인,"누전,지락","전기,전자",전선피복,,,"판매,업무시설",일반업무,일반빌딩,
서울특별시,노원구,상계동,2022,7,9,10,31,토,0,0,0,433,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자","전기, 전자기기 기판",계절용 기기,에어컨,"판매,업무시설",일반업무,오피스텔,
서울특별시,마포구,망원동,2022,7,9,11,5,토,0,0,0,86,"건축,구조물",부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",,,주거,단독주택,다가구주택,
서울특별시,중구,주교동,2022,7,9,11,15,토,0,0,0,240,"건축,구조물",전기적 요인,미확인단락,"전기,전자",전선피복,,,산업시설,작업장,기타 작업장,
서울특별시,강동구,상일동,2022,7,9,11,44,토,0,0,0,55,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,아파트,
서울특별시,송파구,가락동,2022,7,9,14,8,토,0,0,0,30,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,기타,,,기타,야외,기타야외,
서울특별시,마포구,연남동,2022,7,9,14,31,토,0,0,0,55,기타(쓰레기 화재등),전기적 요인,과부하/과전류,"전기,전자",전선피복,배선/배선기구,전력공급용 전선,기타,도로,변압기,
서울특별시,서대문구,홍제동,2022,7,9,15,27,토,0,0,0,415,"건축,구조물",기타,기타,기타,기타,,,생활서비스,음식점,"치킨,족발",
서울특별시,송파구,거여동,2022,7,9,17,38,토,0,0,0,14,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),
서울특별시,강동구,성내동,2022,7,9,18,1,토,1,0,1,55,"건축,구조물",가스누출(폭발),가스누출(폭발),가연성가스,부탄가스,,,주거,단독주택,다가구주택,
서울특별시,강북구,미아동,2022,7,9,19,37,토,0,0,0,990,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자","전기, 전자기기 내부배선",생활기기,세탁기,주거,공동주택,다세대주택,
서울특별시,서초구,서초동,2022,7,9,19,48,토,0,0,0,1848,"건축,구조물",전기적 요인,미확인단락,"전기,전자",전자기기 부속품,,,집합시설,공연장,"비디오감상실, 비디오소극장",
서울특별시,성동구,옥수동,2022,7,9,22,38,토,0,0,0,141,"건축,구조물",방화,방화,합성수지,기타(합성수지),,,주거,단독주택,다가구주택,
서울특별시,성동구,마장동,2022,7,9,23,31,토,0,0,0,55,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,,,"판매,업무시설",판매시설,전통시장,
서울특별시,관악구,신림동,2022,7,9,23,53,토,0,0,0,328,"건축,구조물",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,,,생활서비스,일상서비스,고시원(원룸텔),
서울특별시,금천구,시흥동,2022,7,10,5,26,일,0,0,0,442,"건축,구조물",미상,미상,쓰레기류,재활용,,,주거,단독주택,다가구주택,
서울특별시,서대문구,천연동,2022,7,10,7,57,일,0,0,0,929,"건축,구조물",기계적 요인,자동제어 실패,"전기,전자",전자기기 부속품,주방기기,냉온수기/정수기,"판매,업무시설",일반업무,기타 일반업무시설,
서울특별시,강동구,고덕동,2022,7,10,8,27,일,0,0,0,29,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,재활용,,,기타,야외,쓰레기,
서울특별시,은평구,진관동,2022,7,10,10,40,일,0,0,0,770,"자동차,철도차량",기계적 요인,기타(기계적요인),"자동차,철도차량,선박,항공기","기타(자동차,철도차량,선박,항공기)","차량, 선박부품","기타(차량,선박부품)","자동차,철도차량",자동차,승용자동차,주차장
서울특별시,서대문구,창천동,2022,7,10,10,55,일,0,0,0,475,"건축,구조물",기계적 요인,정비불량,식품,기타(식품),주방기기,튀김기,생활서비스,음식점,일식,
서울특별시,마포구,서교동,2022,7,10,12,0,일,0,0,0,15182,"건축,구조물",부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",,,생활서비스,일상서비스,기타 일상서비스,
서울특별시,중구,인현동1가,2022,7,10,12,30,일,0,0,0,101,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,
서울특별시,강남구,일원동,2022,7,10,14,17,일,0,0,0,9,"건축,구조물",전기적 요인,과부하/과전류,합성수지,"플라스틱, PVC, 비닐, 장판",배선/배선기구,스위치 멀티탭,주거,단독주택,단독주택,
서울특별시,강남구,세곡동,2022,7,10,15,57,일,0,0,0,356,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,배선/배선기구,기타(배선/배선기구),주거,공동주택,아파트,
서울특별시,동대문구,용두동,2022,7,10,16,54,일,0,0,0,548,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,계절용 기기,에어컨,주거,공동주택,아파트,
서울특별시,송파구,문정동,2022,7,10,17,0,일,0,0,0,33,"건축,구조물",전기적 요인,과부하/과전류,"전기,전자",전자기기 부속품,주방기기,냉장고,생활서비스,음식점,"제과점,빵집,떡집(휴게)",
서울특별시,도봉구,쌍문동,2022,7,10,19,43,일,0,0,0,7,"건축,구조물",부주의,"불씨,불꽃,화원방치",합성수지,합성고무(타이어),,,주거,공동주택,다세대주택,
서울특별시,강남구,대치동,2022,7,10,21,40,일,0,0,0,27,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,재활용,,,기타,야외,쓰레기,
서울특별시,강서구,염창동,2022,7,11,6,59,월,0,0,0,160,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등",종이,,,주거,공동주택,기타 공동주택,
서울특별시,송파구,신천동,2022,7,11,9,13,월,0,0,0,2420,기타(쓰레기 화재등),기계적 요인,"오일,연료누설","자동차,철도차량,선박,항공기",오일류,,,기타,야외,기타야외,
서울특별시,강남구,신사동,2022,7,11,10,27,월,0,0,0,622,"건축,구조물",전기적 요인,층간단락,"전기,전자","작동장치(모터, 히터, 램프 등)",계절용 기기,환풍기/송풍기/공조기,"판매,업무시설",일반업무,일반회사,
서울특별시,종로구,무악동,2022,7,11,10,39,월,0,0,0,12,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,아파트,
서울특별시,종로구,동숭동,2022,7,11,12,22,월,0,0,0,0,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,
서울특별시,노원구,상계동,2022,7,11,14,24,월,0,0,0,103,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자",전선피복,계절용 기기,열선,주거,단독주택,다가구주택,
서울특별시,강북구,미아동,2022,7,11,14,46,월,0,0,0,55,"건축,구조물",부주의,담배꽁초,쓰레기류,쓰레기,,,산업시설,작업장,기타 작업장,
서울특별시,은평구,대조동,2022,7,11,15,42,월,0,0,0,0,"건축,구조물",부주의,담배꽁초,쓰레기류,쓰레기,,,생활서비스,일상서비스,부동산 중개업소,
서울특별시,마포구,성산동,2022,7,11,16,40,월,0,0,0,1574,"건축,구조물",전기적 요인,미확인단락,"전기,전자","전기, 전자기기 기판",주방기기,김치냉장고,주거,공동주택,아파트,
서울특별시,서초구,반포동,2022,7,11,18,24,월,0,0,0,9182,"건축,구조물",전기적 요인,미확인단락,"전기,전자",전자기기 부속품,,,주거,공동주택,아파트,
서울특별시,영등포구,당산동3가,2022,7,11,18,46,월,0,0,0,3,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자","콘센트, 스위치류",,,생활서비스,음식점,한식,
서울특별시,마포구,대흥동,2022,7,11,18,55,월,0,0,0,11,"건축,구조물",부주의,가연물 근접방치,"종이,목재,건초등",나무,,,주거,단독주택,단독주택,
서울특별시,양천구,목동,2022,7,11,23,29,월,0,0,0,317,"건축,구조물",전기적 요인,과부하/과전류,"전기,전자",전선피복,생활기기,기타(생활기기),주거,공동주택,아파트,
서울특별시,동대문구,전농동,2022,7,12,0,29,화,0,0,0,3219,"건축,구조물",전기적 요인,미확인단락,가구,소파,계절용 기기,기타(계절용기기),"판매,업무시설",일반업무,기타 일반업무시설,
서울특별시,동대문구,용두동,2022,7,12,1,44,화,1,0,1,351,"건축,구조물",부주의,음식물 조리중,식품,튀김유,주방기기,가스렌지,주거,단독주택,단독주택,
서울특별시,은평구,진관동,2022,7,12,7,45,화,0,0,0,261,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자","전기, 전자기기 내부배선",계절용 기기,에어컨,주거,공동주택,아파트,
서울특별시,은평구,역촌동,2022,7,12,15,32,화,0,0,0,54,기타(쓰레기 화재등),부주의,불장난,쓰레기류,기타 쓰레기,,,기타,야외,쓰레기,
서울특별시,성동구,하왕십리동,2022,7,12,16,6,화,0,0,0,1549,"건축,구조물",부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",,,주거,단독주택,다가구주택,
서울특별시,종로구,창신동,2022,7,12,18,38,화,0,0,0,0,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,재활용,,,기타,야외,쓰레기,
서울특별시,영등포구,양평동1가,2022,7,12,18,43,화,0,0,0,184,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등",종이,,,"판매,업무시설",일반업무,일반빌딩,
서울특별시,강남구,대치동,2022,7,12,21,51,화,0,0,0,20,기타(쓰레기 화재등),전기적 요인,과부하/과전류,"전기,전자","작동장치(모터, 히터, 램프 등)","조명, 간판",LED조명,기타,야외,기타야외,
서울특별시,성동구,금호동3가,2022,7,12,22,13,화,0,0,0,200,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,생활서비스,음식점,한식,
서울특별시,중랑구,묵동,2022,7,12,23,0,화,0,0,0,1320,"건축,구조물",부주의,담배꽁초,기타,기타,,,주거,공동주택,아파트,
서울특별시,용산구,도원동,2022,7,13,1,40,수,0,0,0,11,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,재활용,,,기타,야외,쓰레기,
서울특별시,중랑구,묵동,2022,7,13,3,39,수,1,0,1,105,"건축,구조물",전기적 요인,과부하/과전류,"전기,전자",전선피복,기타,기타,주거,공동주택,주상복합아파트,
서울특별시,송파구,잠실동,2022,7,13,4,43,수,0,0,0,88,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,
서울특별시,중구,신당동,2022,7,13,9,23,수,0,0,0,45,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,단독주택,다가구주택,
서울특별시,금천구,시흥동,2022,7,13,13,51,수,0,0,0,48,"건축,구조물",전기적 요인,미확인단락,기타,기타,계절용 기기,선풍기,교육시설,학교,고등학교,
서울특별시,강동구,암사동,2022,7,13,14,10,수,0,0,0,75,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 기판",주방기기,김치냉장고,주거,공동주택,아파트,
서울특별시,종로구,관훈동,2022,7,13,15,29,수,0,0,0,487,"건축,구조물",전기적 요인,기타(전기적요인),"전기,전자","전기, 전자기기 내부배선",,,집합시설,전시장,기타 전시장,
서울특별시,중구,신당동,2022,7,13,15,53,수,0,0,0,347,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,,,"판매,업무시설",일반업무,일반빌딩,
서울특별시,종로구,수송동,2022,7,13,16,29,수,0,0,0,498,"건축,구조물",기계적 요인,"과열, 과부하","전기,전자",전자기기 부속품,,,"판매,업무시설",일반업무,일반회사,
서울특별시,강북구,수유동,2022,7,13,17,30,수,0,0,0,99,"건축,구조물",전기적 요인,기타(전기적요인),"전기,전자","전기, 전자기기 기판","조명, 간판",네온사인/간판등,생활서비스,오락시설,노래연습장,
서울특별시,중구,신당동,2022,7,13,17,40,수,0,0,0,242,"건축,구조물",부주의,음식물 조리중,식품,튀김유,,,주거,공동주택,다세대주택,
서울특별시,서초구,양재동,2022,7,13,18,20,수,0,0,0,148,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자",전선피복,"조명, 간판",LED조명,운수자동차시설,자동차시설,주차장,
서울특별시,구로구,천왕동,2022,7,13,18,54,수,0,0,0,476,"건축,구조물",전기적 요인,"누전,지락","전기,전자",전선피복,,,집합시설,종교시설,교회,
서울특별시,관악구,봉천동,2022,7,13,19,56,수,0,0,0,64,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의","종이,목재,건초등",종이,,,"판매,업무시설",일반업무,오피스텔,
서울특별시,송파구,방이동,2022,7,13,20,7,수,0,0,0,10399,"건축,구조물",전기적 요인,"누전,지락","전기,전자","콘센트, 스위치류",전기설비,배전반/분전반,기타서비스,기타건축물,기타 건축물,
서울특별시,광진구,광장동,2022,7,13,22,30,수,0,0,0,691,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 내부배선",전기설비,배전반/분전반,교육시설,학교,고등학교,
서울특별시,마포구,중동,2022,7,14,0,20,목,1,0,1,73,"건축,구조물",기계적 요인,자동제어 실패,가연성가스,부탄가스,주방기기,이동용 가스렌지,생활서비스,음식점,일반주점,
서울특별시,관악구,신림동,2022,7,14,4,46,목,0,0,0,3089,"건축,구조물",전기적 요인,미확인단락,"전기,전자","전기, 전자기기 케이스",계절용 기기,환풍기/송풍기/공조기,교육시설,학교,대학교,
서울특별시,강서구,화곡동,2022,7,14,7,40,목,0,0,0,11,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,"판매,업무시설",판매시설,기타 판매시설,
서울특별시,관악구,신림동,2022,7,14,7,45,목,0,0,0,297,"건축,구조물",부주의,"용접, 절단, 연마",합성수지,발포폴리스티렌,,,교육시설,학교,대학교,
서울특별시,중랑구,중화동,2022,7,14,10,19,목,0,0,0,55,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,배선/배선기구,전력공급용 전선,생활서비스,음식점,양식,
서울특별시,금천구,독산동,2022,7,14,11,25,목,0,0,0,7,"건축,구조물",전기적 요인,과부하/과전류,"전기,전자","콘센트, 스위치류",,,주거,공동주택,아파트,
서울특별시,송파구,잠실동,2022,7,14,13,21,목,0,0,0,306,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,다세대주택,
서울특별시,도봉구,창동,2022,7,14,14,59,목,0,0,0,3300,"자동차,철도차량",미상,미상,"자동차,철도차량,선박,항공기",부품,"차량, 선박부품","기타(차량,선박부품)","자동차,철도차량",자동차,화물자동차,일반도로
서울특별시,강남구,논현동,2022,7,14,15,25,목,0,0,0,1146,"건축,구조물",기계적 요인,자동제어 실패,식품,튀김유,주방기기,튀김기,생활서비스,음식점,패스트푸드,
서울특별시,중구,북창동,2022,7,14,16,51,목,0,0,0,23,"건축,구조물",전기적 요인,절연열화에 의한 단락,"종이,목재,건초등","목재, 합판",,,생활서비스,음식점,한식(휴게),
