,연번,시도,시군구,읍면동,화재발생(년),화재발생(월),화재발생(일),화재발생(시),화재발생(분),요일,인명피해(명)소계,사망,부상,재산피해소계,화재유형,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,발화관련기기대분류,발화관련기기소분류,장소대분류,장소중분류,장소소분류,차량장소
31054,31055,서울특별시,은평구,녹번동,2022,10,8,21,38,토,0,0,0,443,"건축,구조물",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,,,주거,단독주택,단독주택,
31060,31061,서울특별시,구로구,구로동,2022,10,8,23,13,토,0,0,0,49,"건축,구조물",부주의,음식물 조리중,합성수지,"플라스틱, PVC, 비닐, 장판",,,생활서비스,음식점,중식,
31062,31063,서울특별시,관악구,신림동,2022,10,8,23,36,토,0,0,0,91,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,쓰레기,,,기타,야외,쓰레기,
31067,31068,서울특별시,서대문구,창천동,2022,10,9,2,42,일,0,0,0,35,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,쓰레기,,,기타,야외,쓰레기,
31072,31073,서울특별시,마포구,합정동,2022,10,9,4,39,일,0,0,0,486,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자","전기, 전자기기 케이스",,,주거,단독주택,단독주택,
31081,31082,서울특별시,도봉구,쌍문동,2022,10,9,9,2,일,0,0,0,11,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,다세대주택,
31084,31085,서울특별시,노원구,상계동,2022,10,9,10,17,일,0,0,0,20,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,아파트,
31087,31088,서울특별시,노원구,월계동,2022,10,9,11,20,일,0,0,0,100,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,아파트,
31093,31094,서울특별시,마포구,성산동,2022,10,9,12,15,일,0,0,0,11,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,
31100,31101,서울특별시,영등포구,영등포동3가,2022,10,9,13,41,일,0,0,0,169,"건축,구조물",기계적 요인,"과열, 과부하","전기,전자",전자기기 부속품,,,생활서비스,오락시설,노래연습장,
31110,31111,서울특별시,영등포구,대림동,2022,10,9,15,48,일,0,0,0,11,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,생활서비스,음식점,한식,
31119,31120,서울특별시,종로구,관철동,2022,10,9,18,14,일,0,0,0,854,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",식품,기타(식품),,,생활서비스,음식점,한식,
31132,31133,서울특별시,강서구,방화동,2022,10,10,1,0,월,0,0,0,440,"자동차,철도차량",미상,미상,"자동차,철도차량,선박,항공기",좌석시트,,,"자동차,철도차량",자동차,오토바이,일반도로
31134,31135,서울특별시,용산구,이태원동,2022,10,10,1,14,월,0,0,0,8,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,쓰레기,,,기타,야외,쓰레기,
31136,31137,서울특별시,마포구,연남동,2022,10,10,2,41,월,1,1,0,14554,"건축,구조물",부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,주거,공동주택,다세대주택,
31138,31139,서울특별시,서초구,잠원동,2022,10,10,3,25,월,0,0,0,33,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,아파트,
31143,31144,서울특별시,강북구,미아동,2022,10,10,5,48,월,0,0,0,77,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자","전기, 전자기기 케이스",산업장비,히터/히터봉/가열장치,생활서비스,음식점,일식,
31154,31155,서울특별시,동대문구,장안동,2022,10,10,9,52,월,0,0,0,100,"건축,구조물",부주의,쓰레기 소각,쓰레기류,쓰레기,,,주거,단독주택,단독주택,
31158,31159,서울특별시,강남구,청담동,2022,10,10,10,30,월,0,0,0,264,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",타이어,,,"자동차,철도차량",자동차,화물자동차,일반도로
31159,31160,서울특별시,중구,신당동,2022,10,10,10,48,월,0,0,0,8864,"건축,구조물",미상,미상,미상,미상,,,주거,공동주택,아파트,
31160,31161,서울특별시,중랑구,면목동,2022,10,10,10,49,월,0,0,0,5,"건축,구조물",부주의,기타(부주의),"전기,전자","전기, 전자기기 케이스",배선/배선기구,콘센트,주거,공동주택,아파트,
31169,31170,서울특별시,동작구,동작동,2022,10,10,14,2,월,0,0,0,357,"건축,구조물",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",,,집합시설,종교시설,사찰,
31180,31181,서울특별시,동대문구,용두동,2022,10,10,15,18,월,0,0,0,100,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,"판매,업무시설",일반업무,오피스텔,
31193,31194,서울특별시,영등포구,대림동,2022,10,10,18,6,월,0,0,0,13,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,다세대주택,
31194,31195,서울특별시,노원구,상계동,2022,10,10,18,22,월,0,0,0,4,"건축,구조물",전기적 요인,과부하/과전류,합성수지,"플라스틱, PVC, 비닐, 장판",배선/배선기구,스위치 멀티탭,주거,공동주택,아파트,
31205,31206,서울특별시,송파구,방이동,2022,10,10,22,40,월,0,0,0,418,기타(쓰레기 화재등),부주의,"기기(전기, 기계 등) 사용.설치부주의",합성수지,"플라스틱, PVC, 비닐, 장판",,,기타,야외,기타야외,
31208,31209,서울특별시,성동구,상왕십리동,2022,10,11,0,14,화,0,0,0,0,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,생활서비스,일상서비스,고시원(원룸텔),
31245,31246,서울특별시,종로구,행촌동,2022,10,11,13,40,화,0,0,0,429,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자",전자기기 부속품,전기설비,배전반/분전반,주거,공동주택,연립주택,
31262,31263,서울특별시,은평구,진관동,2022,10,11,16,54,화,0,0,0,11,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,아파트,
31265,31266,서울특별시,서초구,서초동,2022,10,11,17,25,화,0,0,0,3133,"건축,구조물",전기적 요인,층간단락,합성수지,"플라스틱, PVC, 비닐, 장판",,,"판매,업무시설",일반업무,오피스텔,
31289,31290,서울특별시,성북구,정릉동,2022,10,11,23,39,화,0,0,0,100,"건축,구조물",부주의,가연물 근접방치,"종이,목재,건초등",종이,,,생활서비스,음식점,한식,
31292,31293,서울특별시,노원구,공릉동,2022,10,12,0,1,수,0,0,0,105,"건축,구조물",자연적인 요인,기타(자연적인요인),식품,튀김유,,,생활서비스,음식점,일식,
31303,31304,서울특별시,도봉구,창동,2022,10,12,7,6,수,1,0,1,151,"건축,구조물",미상,미상,"침구,직물류","기타(침구,직물류)",,,주거,공동주택,아파트,
31305,31306,서울특별시,용산구,이태원동,2022,10,12,7,44,수,0,0,0,995,"건축,구조물",전기적 요인,절연열화에 의한 단락,기타,기타,,,주거,공동주택,다세대주택,
31307,31308,서울특별시,서초구,양재동,2022,10,12,7,54,수,0,0,0,1865,"건축,구조물",전기적 요인,기타(전기적요인),"전기,전자","전기, 전자기기 기판",전기설비,제어반,주거,공동주택,아파트,
31319,31320,서울특별시,동작구,노량진동,2022,10,12,9,32,수,0,0,0,9928,"건축,구조물",부주의,가연물 근접방치,"침구,직물류","이불(베개,시트)",,,주거,공동주택,다세대주택,
31328,31329,서울특별시,관악구,신림동,2022,10,12,12,16,수,0,0,0,200,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,
31360,31361,서울특별시,구로구,구로동,2022,10,12,17,19,수,0,0,0,12282,"건축,구조물",전기적 요인,미확인단락,"전기,전자",전선피복,,,"판매,업무시설",숙박시설,모텔,
31361,31362,서울특별시,금천구,가산동,2022,10,12,17,34,수,0,0,0,39,"건축,구조물",전기적 요인,과부하/과전류,"전기,전자","작동장치(모터, 히터, 램프 등)","조명, 간판",LED조명,생활서비스,음식점,"커피숍,다방,카페",
31382,31383,서울특별시,강서구,등촌동,2022,10,12,23,8,수,2,2,0,11989,"건축,구조물",전기적 요인,미확인단락,"전기,전자",전선피복,배선/배선기구,스위치 멀티탭,주거,단독주택,다가구주택,
31383,31384,서울특별시,양천구,목동,2022,10,12,23,53,수,0,0,0,189,"건축,구조물",부주의,음식물 조리중,기타,기타,,,주거,공동주택,아파트,
31388,31389,서울특별시,강동구,천호동,2022,10,13,3,12,목,0,0,0,55,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,다세대주택,
31397,31398,서울특별시,은평구,역촌동,2022,10,13,8,7,목,0,0,0,17,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,단독주택,다가구주택,
31421,31422,서울특별시,강남구,역삼동,2022,10,13,12,26,목,0,0,0,496,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등",종이,,,"판매,업무시설",일반업무,일반회사,
31423,31424,서울특별시,관악구,신림동,2022,10,13,12,43,목,0,0,0,11,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,다세대주택,
31448,31449,서울특별시,도봉구,창동,2022,10,13,16,34,목,0,0,0,48,기타(쓰레기 화재등),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",,,기타,도로,전봇대,
31456,31457,서울특별시,구로구,가리봉동,2022,10,13,18,4,목,0,0,0,101,"건축,구조물",부주의,음식물 조리중,기타,기타,,,주거,단독주택,다가구주택,
31460,31461,서울특별시,양천구,신월동,2022,10,13,18,13,목,0,0,0,468,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등",종이,,,교육시설,학교,기타 학교,
31461,31462,서울특별시,광진구,구의동,2022,10,13,18,22,목,0,0,0,59,"건축,구조물",화학적 요인,자연발화,"침구,직물류",의류,,,생활서비스,일상서비스,세탁소,
31463,31464,서울특별시,성동구,성수동2가,2022,10,13,18,30,목,0,0,0,3,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,다세대주택,
31467,31468,서울특별시,관악구,남현동,2022,10,13,19,55,목,0,0,0,12,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,"판매,업무시설",일반업무,오피스텔,
31479,31480,서울특별시,서초구,양재동,2022,10,13,21,54,목,0,0,0,104,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,
31482,31483,서울특별시,종로구,명륜3가,2022,10,13,23,11,목,0,0,0,0,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,재활용,,,기타,야외,쓰레기,
31487,31488,서울특별시,서대문구,남가좌동,2022,10,14,0,47,금,0,0,0,152,"건축,구조물",부주의,"불씨,불꽃,화원방치",미상,미상,,,주거,공동주택,아파트,
31488,31489,서울특별시,금천구,시흥동,2022,10,14,1,10,금,0,0,0,5,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자","기타(전기,전자)",생활기기,기타(생활기기),주거,단독주택,다가구주택,
31493,31494,서울특별시,도봉구,방학동,2022,10,14,3,39,금,0,0,0,113,"건축,구조물",기계적 요인,"과열, 과부하","전기,전자","작동장치(모터, 히터, 램프 등)",,,주거,단독주택,다가구주택,
31499,31500,서울특별시,은평구,갈현동,2022,10,14,9,49,금,0,0,0,8,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,다세대주택,
31523,31524,서울특별시,동대문구,용두동,2022,10,14,15,19,금,0,0,0,100,"건축,구조물",부주의,"용접, 절단, 연마",합성수지,발포폴리스티렌,,,산업시설,작업장,철공소,
31530,31531,서울특별시,동대문구,청량리동,2022,10,14,16,36,금,0,0,0,88,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",배관,,,"자동차,철도차량",자동차,화물자동차,일반도로
31538,31539,서울특별시,강남구,논현동,2022,10,14,19,27,금,0,0,0,8,"건축,구조물",부주의,담배꽁초,쓰레기류,재활용,,,운수자동차시설,자동차시설,주차장,
31549,31550,서울특별시,도봉구,방학동,2022,10,14,22,53,금,1,0,1,98605,"건축,구조물",미상,미상,미상,미상,,,집합시설,운동시설,볼링장,
31551,31552,서울특별시,용산구,갈월동,2022,10,14,23,5,금,0,0,0,100,"건축,구조물",부주의,기타(부주의),식품,기타(식품),,,생활서비스,음식점,한식,
31552,31553,서울특별시,노원구,월계동,2022,10,14,23,36,금,0,0,0,3,"건축,구조물",전기적 요인,기타(전기적요인),합성수지,"플라스틱, PVC, 비닐, 장판",계절용 기기,기타(계절용기기),주거,공동주택,아파트,
31555,31556,서울특별시,은평구,역촌동,2022,10,15,0,3,토,0,0,0,0,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,
31561,31562,서울특별시,광진구,자양동,2022,10,15,1,12,토,0,0,0,288,"자동차,철도차량",부주의,담배꽁초,"침구,직물류","기타(침구,직물류)",,,"자동차,철도차량",자동차,화물자동차,일반도로
31562,31563,서울특별시,관악구,신림동,2022,10,15,1,18,토,0,0,0,1,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,재활용,,,기타,야외,쓰레기,
31568,31569,서울특별시,관악구,봉천동,2022,10,15,3,5,토,0,0,0,6,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,단독주택,다중주택,
31569,31570,서울특별시,구로구,개봉동,2022,10,15,3,17,토,0,0,0,3,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등",종이,,,주거,공동주택,기타 공동주택,
31596,31597,서울특별시,강서구,등촌동,2022,10,15,13,31,토,0,0,0,424,"건축,구조물",제품결함,기타(제품결함),"전기,전자","작동장치(모터, 히터, 램프 등)",계절용 기기,가정용 보일러,"판매,업무시설",숙박시설,기타 숙박시설,
31605,31606,서울특별시,마포구,망원동,2022,10,15,14,48,토,0,0,0,35027,"건축,구조물",미상,미상,미상,미상,,,주거,단독주택,다가구주택,
31620,31621,서울특별시,노원구,중계동,2022,10,15,18,4,토,0,0,0,0,"건축,구조물",부주의,기타(부주의),기타,기타,,,생활서비스,음식점,양식,
31636,31637,서울특별시,용산구,이촌동,2022,10,16,0,33,일,0,0,0,5,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,재활용,,,기타,야외,야적장,
31637,31638,서울특별시,동대문구,장안동,2022,10,16,0,52,일,0,0,0,1000,"건축,구조물",부주의,가연물 근접방치,"종이,목재,건초등",종이,상업장비,기타(상업장비),산업시설,작업장,기타 작업장,
31638,31639,서울특별시,금천구,가산동,2022,10,16,1,11,일,0,0,0,352,"건축,구조물",전기적 요인,미확인단락,"전기,전자","전기, 전자기기 기판",주방기기,김치냉장고,주거,공동주택,주상복합아파트,
31641,31642,서울특별시,동작구,노량진동,2022,10,16,2,16,일,0,0,0,36,"건축,구조물",부주의,담배꽁초,"침구,직물류","기타(침구,직물류)",,,주거,공동주택,기타 공동주택,
31644,31645,서울특별시,강남구,논현동,2022,10,16,3,51,일,0,0,0,86,"건축,구조물",부주의,담배꽁초,쓰레기류,기타 쓰레기,,,주거,단독주택,다가구주택,
